match_id_hash,game_time,radiant_win,duration,time_remaining,next_roshan_team
9d59ca0a4cb2514d10f5932fc2007bd1,105,FALSE,3234,3129,Radiant
2f07b1315b85521f9641dc4dfb72b4a0,1473,FALSE,2034,561,
dc777a69b5457e32f635827d5994ac20,483,FALSE,2328,1845,
e4bae80d0f728c1198c57c6e9de948a2,429,TRUE,3222,2793,Radiant
6d8926b8ad2843de397b6ef560b53466,1925,FALSE,2118,193,
5c4cd7ba5f0b31ded435690a2a596981,68,FALSE,1696,1628,
ee0df626563ce0e39d5cd039caf141ac,2130,FALSE,2452,322,
192f19f03feda5decffa47a9fbc6ba63,561,FALSE,1283,722,Dire
9a4de866c4e057ba4cbf1c2d79210e41,783,TRUE,2762,1979,Radiant
f0cfe3b5e56e8b2f0865dfb4be2ba23f,1570,FALSE,2337,767,Dire
fc817a3b4a4cf8269fa295c786c0b9fa,1214,FALSE,1839,625,
99f889e363118fc49c6c632aad683f18,1783,FALSE,2298,515,
9be7e4163e437ce3950b8d42b0c68756,213,TRUE,2337,2124,Radiant
981a0ab91d4648f75ed78f4173e8d201,2679,FALSE,2773,94,
c59f3f76dfc3a02b77f3d2814d9b4122,472,FALSE,1962,1490,
378200e56bbb733394b45a902c0bd01a,972,TRUE,1184,212,
a0d7a946c3e51ddc96ddb2c9348f3871,1331,FALSE,1765,434,
67bdabee790d3cf4dc8663d1831beb53,1881,TRUE,2991,1110,Radiant
f3398a77b495428fc23e7621af06a027,986,TRUE,2803,1817,Radiant
175ef2d5732f4526a08fd7352dabc27f,601,FALSE,1675,1074,Dire
425871da01ddd66e3831fb690089b889,1739,FALSE,2199,460,
a7808f7dc01a959e29c4946cc98e775a,48,TRUE,2208,2160,Radiant
5b6190e89e6947e064c1fd426213f8a0,2107,TRUE,5224,3117,Radiant
85519e14c42ea6a02d2d8c73a63d6b66,2524,TRUE,2810,286,
c43bb03dd85deb8bd927921bf8598a36,1954,TRUE,3460,1506,Dire
99386fd5fa5cfe926fc4344da562b1d4,803,TRUE,2488,1685,Radiant
0c189819d5bf45f817f77693f941371c,2718,FALSE,3287,569,Radiant
5673bf13c6ecc771fb56ba93789c71cd,54,FALSE,2490,2436,Dire
2392185f7a1b6fc35f761d2dc34423c8,866,TRUE,2178,1312,Radiant
4cbe5e5a1a2c1389d549d04e2e018a9f,898,FALSE,3307,2409,Dire
064522c97acf0d4b095d038c663374aa,1626,TRUE,2097,471,Radiant
1cfa44f46b5cc24d38723894ff4577ba,349,TRUE,909,560,
6f11117db84c0585ad2e792aeae191e9,272,FALSE,2257,1985,Dire
722d71f25c1d1fa1124580d3a78e458f,1037,TRUE,1142,105,
db13e824e8c7f64cd6cdd783437d1b5c,1297,FALSE,2359,1062,Dire
05c46e17555a38bf054bdc9d207f1cf7,1427,TRUE,1983,556,
1e4c98abfc97681f46916e92502ac2b4,369,TRUE,1590,1221,Radiant
7260c8e6db4177850c02fb9825095f5c,595,TRUE,1929,1334,Radiant
538af79dd08dc1e6e278c3709bc5a665,230,TRUE,2083,1853,
66a8e40f604d9735d4127d66a46e1b2a,2443,TRUE,2545,102,
f864a881742e71db5311fbf0bdc7af91,2128,FALSE,3159,1031,Dire
66bc5c7f6f510ff44060240f01e94365,578,FALSE,2498,1920,Dire
83097723ca023da3b686e71bca02af03,779,TRUE,2478,1699,Radiant
79a0d4fe6ea6e1de856aa20539d5613d,408,FALSE,1124,716,
0e8d0c9fee551abfb47e522f76019d07,343,TRUE,2557,2214,Radiant
3ce2d282e8bcdaad73df58fb6017084c,161,FALSE,2446,2285,Radiant
7b3a012c21d254b9d85da3f74d78eb81,1106,TRUE,3373,2267,Radiant
0087083e837c64c85a3b350a03aea77c,1863,TRUE,2389,526,Radiant
ad02fe6d15cf998d5cb8f4e369baa559,1020,TRUE,2706,1686,Dire
b1484adbcd7d87e617b8d54be560e27a,848,TRUE,2406,1558,
d818ef51c0f27ef602802a4615c8d413,403,TRUE,2464,2061,Radiant
e3b48a70597706fae9bf451e6c84e42e,1812,TRUE,2322,510,
a1cf47fe00e1b5083147e651d7e90c2a,945,FALSE,3075,2130,Dire
cd4a07c41ec7a3f1938505328c734764,3291,TRUE,3358,67,
10ca3074f6f359f541d9ccb3c0bbb836,1195,TRUE,1613,418,
0d3c92c117eaeeadafe8e16453a66ad6,224,TRUE,1772,1548,
725df7955b077ab96954a6f27572c692,359,FALSE,3022,2663,Dire
70a53f7135bfa6294db4d163c1c60a80,748,TRUE,2445,1697,Radiant
0ee9778bef0831ccc9a2685c28963268,2150,FALSE,3254,1104,Dire
7b10e0ca4a9d71ca1c5085144269d1c0,394,TRUE,2992,2598,Radiant
e659fd86dcdca602465475e9dba40c98,1429,FALSE,2725,1296,
805ac9c1a76befe4315611fa555fc835,1054,FALSE,1621,567,Dire
9b2c59c8277387ae5d6ac8c9755c66ac,440,FALSE,2894,2454,Radiant
2dc398548084ccd59cb99d297a964b11,451,TRUE,1922,1471,Radiant
8cf72eab00224d1c49308db67726ab36,1453,TRUE,2298,845,Radiant
5746237fe7dd146dc771457ac919c774,1300,TRUE,2100,800,
74e9fbfd6e7b3152a23aafbbdc96095e,875,FALSE,1175,300,Dire
ebf87c7f5a6d80a969c5e2747a2e820a,214,FALSE,2192,1978,Dire
63c878a241d7bd4ba730f2043e34aff2,1527,TRUE,1692,165,
8a03e2a2f073bc64a78abc17e1791d7b,812,FALSE,2673,1861,Radiant
3370cd0dd51e0d559e01d0c7eb83899c,448,FALSE,2285,1837,Dire
32fbdefe41f0a4ab5c2d52075d41fc11,612,TRUE,2020,1408,Radiant
5ed1a446802e6a5568abab8a9669dfc8,1792,FALSE,2809,1017,Radiant
64b048f27c482eb0326e35f5b45b18fa,1315,FALSE,2616,1301,
c413766ca083aa9eaacb7f034b9091ca,1146,TRUE,2036,890,Radiant
016d9bf9e16fe8fde4b3c131defb8c92,941,TRUE,2467,1526,Radiant
f763abaead5fb7927eb0a5d82fe2ba4d,513,TRUE,1816,1303,Dire
9eab012f84c7b1f1919f72561d651d5c,1112,TRUE,2898,1786,Radiant
1ede8f0feb1e359b31f22766bbe0b16e,456,TRUE,1535,1079,Radiant
b455849cea4881f6cdb3ca81390d51b2,1766,FALSE,3012,1246,
f4e3d0f8617e8199afbdde8426608d68,1161,TRUE,1762,601,
472940077c7210694e8fcc39549db64f,374,TRUE,3689,3315,Radiant
d301b179bfb15dac34fb7d2069618848,2039,TRUE,2197,158,
7660114b72980b7f221c77c027d84df3,459,FALSE,2547,2088,Dire
31b1133d5e4f20b046e5e0e93ee46ec9,710,FALSE,2600,1890,Dire
f9d0300634ffcf8524f167fdfd737f9b,531,FALSE,2678,2147,Dire
4187345a1502af2e1ca95e4a50b4ad69,3135,FALSE,4294,1159,Dire
0c9e71953f91ea8de1f48121ab50afc3,466,TRUE,1798,1332,Radiant
7fb0c59ca677c3a175d8161b8cb13171,954,TRUE,2183,1229,
010bc4bf10a83615d964bba1ccc76ee6,1868,FALSE,2624,756,Radiant
3e4dcc124fe29202f416bd9bd8f04fa0,654,TRUE,2789,2135,Radiant
fd3431257370562fd1f73739885fb3cb,2224,TRUE,2941,717,Radiant
479e0ad44e584c0a8fdacbbc225a37df,693,TRUE,1882,1189,Radiant
426bfc428690bd0b654ed9c356751569,339,TRUE,1688,1349,
6862606271bbe62b5834103a78fb53ae,1019,FALSE,2971,1952,Dire
14b7d952e2b56c958d667be1f39f5449,1207,TRUE,2464,1257,
2ba3224bbc1555796df897686e14b5a2,1018,TRUE,3015,1997,Dire
f6ea95c12693e23be626c7571e922e82,685,FALSE,2034,1349,Dire
d4b157ff19199a099781383fed871827,280,FALSE,1225,945,
f90b9aa9cf5121e82b135e17c6ec32d9,1526,TRUE,1913,387,
0466d4054a8a97f5f57155e5e64c1835,443,FALSE,1793,1350,
fbd6fc91cead51e3fd636ff9e773971a,936,TRUE,1793,857,
3e1cb18af167d5c2b308f20e14d6a1d3,132,TRUE,2671,2539,Radiant
145f7a41cb72d100295a77d34449c7a5,751,TRUE,2634,1883,Radiant
26711191d93e8c6e931d05205d0f7fae,1049,TRUE,1306,257,Radiant
1c25f2b89164efac5a21210ef7b1401a,1721,TRUE,2591,870,Radiant
e97946b45942561eee3c883fc3620312,2232,FALSE,2629,397,Dire
dd76829c265a4ba157999150bd1bfa59,1756,TRUE,2844,1088,Radiant
4e1c417fd78deb193c08d3c9194e4b9c,387,TRUE,2340,1953,
821996195bc1fb30e8db37338651d8b9,1336,TRUE,1740,404,Radiant
46deadc43f0efb0b7fc3640570b46891,20,FALSE,2918,2898,Radiant
f77e8c3c5125cbc2607fac2c26579ec1,471,TRUE,2833,2362,
ea161e11da4611f76e592e3a2d64f253,416,FALSE,2225,1809,Dire
27796de9f4734fd5be9bc17fc8ba4c7f,2346,TRUE,2451,105,
66569c243b1aca38af58bfdcda654270,1444,FALSE,2642,1198,Dire
e92e62b67fefc3c141654f4cdd456ceb,654,FALSE,2683,2029,Radiant
9e2a74f506de0d01f9aafa8aae5e92d6,2100,FALSE,2994,894,
a414c7c2db5974046783e51d9c91cc75,2065,FALSE,2426,361,Dire
6c3538012f41562fe32a1b397252ab8a,1844,TRUE,3005,1161,Radiant
c4ec635e97e638b31fbee8b41351571c,267,FALSE,1302,1035,
7dd4918869c16efc9c8527391190eadb,727,FALSE,3114,2387,Dire
8a5b78b997da877c096f7562c9055bf2,1423,TRUE,2771,1348,Radiant
5174a13f46a5da74e352757ba4f153db,1686,FALSE,2656,970,Dire
ea3bfaa08b0434a5a49b73f54e2fbb48,1504,TRUE,2870,1366,Dire
31a0cb339bc65d31b934c7febb046b11,628,TRUE,1122,494,
bdf63399b9f40c2c7468c6b6dd7f6dba,1645,FALSE,1890,245,Dire
fa299fc1a4cf09fcd059a14efc5be57b,1000,TRUE,2928,1928,Radiant
0c2621c8f4ba7ba2f69bb509bf464188,183,FALSE,1980,1797,Dire
45981b3c411cc54e2fb223b14d80c50e,2474,TRUE,2549,75,
6bc1f7cfb85a3a1ce2499b3551f033c3,1734,FALSE,3418,1684,Dire
1ad7b78baa8bef4a1a5c63618eec3db1,1185,TRUE,2670,1485,Radiant
4fed1358c64e16de48ac89239b70d34b,617,FALSE,2136,1519,Dire
e4bbf14fae3a6cfd9b7166e229a95c1d,2043,FALSE,3347,1304,Dire
aef47b238d7a0eab38d7607bb47f1f9f,259,FALSE,1500,1241,Radiant
de7e6cee4f3b21730b45ce53d53d0a15,1674,TRUE,2866,1192,Dire
e38161118300164767f121062bfce7d2,73,FALSE,2211,2138,Radiant
28ff73e3c8c30894927540e6eae5e5b0,2166,TRUE,4115,1949,Radiant
286db67143d193feba1a54ab3c428d44,1747,TRUE,1885,138,
8224f5b34b1bd0ef8506aab25323fb02,893,TRUE,3360,2467,Radiant
b47b0bd8abcf5267755f2d15b7497126,647,FALSE,2538,1891,Dire
fe71bed4ba371289748188b7063a328d,1825,TRUE,2287,462,Radiant
e5b286fa3c2280ae59c0ff037d224dc3,1014,TRUE,3134,2120,Radiant
392c7d590ad98921dfc332a33ed0c31a,2087,FALSE,2461,374,Dire
cc0ec03becbaa45fa9ada0e1a17a20b0,2463,FALSE,2726,263,
c84253e53c3adca1f8503ce7b395c8dd,101,TRUE,2777,2676,Radiant
bab3575d65310b2595fee1a39bd89bba,2035,TRUE,3035,1000,Radiant
af003223961c99491db921cde5266939,889,TRUE,1888,999,
a02c196ce995b9c6a8063fddaabb1477,1349,FALSE,3611,2262,Radiant
d9b103a0e0b8737dff4b447a3695797f,370,FALSE,2033,1663,
beb246c40bccb39568237c22d7111db5,3281,FALSE,3573,292,
3a44f60bb3fb060a9fe577f57863e040,84,FALSE,2626,2542,Dire
b3fbab3f691e272463191689de373c6b,1631,TRUE,1723,92,
268fe6511b44a03324567b501dab3cd5,951,FALSE,2353,1402,Dire
b937cb93a26c4555d6ebea1c7485954d,144,TRUE,2730,2586,Dire
7b7013fa001801db7a8747a28a2444bc,1966,FALSE,2604,638,Radiant
3f8585570999ad627a78ebad8154a1cb,2172,FALSE,2278,106,
65cb39781bcab33c5424cc01519f0d76,1222,FALSE,1601,379,Dire
a5c10d72f7f5963db298d1941fc2983e,529,TRUE,2257,1728,Radiant
76402e0c2ed9087128c1909e45c8ab63,992,FALSE,1877,885,Dire
256929a6703fcf148a517e28212ec4a5,1736,TRUE,3101,1365,Radiant
b7cadbcde9890157b8095e8b4b7be865,97,TRUE,2305,2208,Dire
a5073cd096c5bdf39e7d70967fc1308f,386,TRUE,1476,1090,Dire
38b02dc4fe0980499575a571973c685d,218,FALSE,2613,2395,Radiant
eff4676ed5fa447bcf2f38b3b984d146,64,FALSE,2995,2931,Radiant
0d409a74fa1b28732b4be32bce57de03,1953,FALSE,2523,570,
b45303a7c32482ed144c19caede15e5a,2,TRUE,2713,2711,
6bd07c1f8c559366bfa713f58aae4237,2136,FALSE,2565,429,Dire
58c64ca512859cd04ae85576eae06ad0,46,TRUE,2179,2133,Radiant
2a8cfa86ec3b30e850b1f0535c99423f,247,FALSE,1912,1665,
50cca51c33f1e9e1a42ca6a2710be5c8,143,TRUE,2304,2161,Radiant
9900dc79024e093f0b9056052f1da0d6,2582,TRUE,3006,424,Radiant
269100ae152b0eab85527c0f3b85698d,1308,FALSE,2449,1141,Dire
19d9745159fdc0ed5cb0de03eeecb6d8,564,FALSE,1695,1131,
37c174c8b2994747ea473c5ed2806602,1482,FALSE,2750,1268,Dire
2e25bb7ec562fc5bc5c380e678f52728,2370,TRUE,3556,1186,Radiant
4a33b141cb7c95b8dc9307b83d65a38a,1927,FALSE,2545,618,Dire
41ce21895f17289b4950d2fda3c4840b,1166,FALSE,2936,1770,Dire
6ebf9cf9e5b41c7909e456701a02d360,1401,TRUE,2254,853,Radiant
db26256c3b6110de1eb5c4767ce4ab7f,1046,FALSE,3240,2194,Dire
32a2f85286a8c08697d149f6f2cb70dc,1204,TRUE,2302,1098,
a71642198d0c13d728a69ec4c78822eb,282,TRUE,1644,1362,Radiant
6915da2e9f80b2e2dd52d70b0da83d69,2096,TRUE,2174,78,
3490fee5a7788580c590fa7d0e093fd5,291,TRUE,2146,1855,Radiant
176a66aeaf8d469a1cd611495e45b552,1812,TRUE,2680,868,Radiant
1a2d413193660a85ea7e1a30b15e114c,13,TRUE,1336,1323,
5007552953e0186492a0ced4887f8ca3,1204,FALSE,4000,2796,Radiant
fc9d9971626811d8f030658c5364c954,2131,FALSE,2167,36,
a67e948605ea0bd87dbe4296b1fff71b,1026,FALSE,1845,819,Dire
c0f243c3357bde1b86f80bb3234f75ef,1603,FALSE,1861,258,
016b8834fbfa7f3fb35af9e717e0ac88,2811,TRUE,3646,835,Radiant
1c2b9621224c47a35c535e148c063282,866,TRUE,1176,310,
d881350b21966eac19058631b3649e8c,469,TRUE,1742,1273,
3843706882db9886150ef62d6f9a8c2e,1614,FALSE,2027,413,
5037abd7f3b63f55504b673543bc0061,632,FALSE,2831,2199,Radiant
8d24a69ea600421e4ee1f58ac65a258c,1298,TRUE,2768,1470,Dire
80ef18a6b007097b453d5439af2a7fd8,1206,FALSE,2357,1151,
332e70cc18aa4e1305cdff944f71f9ca,42,TRUE,1749,1707,
27f84f3e190229b68e839537786ef036,1196,FALSE,2219,1023,Dire
430a5b1efde5ac035b6e20fb4bcdfc0b,1806,TRUE,2059,253,
1fe5cff3fb0a46fdd6b0d4fbc73b36a9,382,TRUE,1255,873,Radiant
4a7b87106b087d95a8702eb7f297aeb8,1321,TRUE,2445,1124,
51f3afe8caa5acb37df0332349b41118,2090,TRUE,2439,349,Radiant
2f43464e194daf13040145156329a85a,2283,TRUE,2803,520,Radiant
48a90c042d2611dfcbacb84a342d5fb6,738,FALSE,1786,1048,
b62cde8f18f9929c3bc152021c96c065,997,FALSE,3501,2504,Radiant
967aaa92c33f2a35a16819f13b8c2cfe,2606,TRUE,2858,252,
382d355f0534cc601ef9e60a99c3ac09,1590,TRUE,2382,792,Radiant
143d7bfa701870c6065a667f3a7daaed,1494,FALSE,2164,670,Dire
d881c46fc08bf4db47637be04603d733,1414,TRUE,1630,216,
ea4013ff3dd91d38c20f48b50af5fe3f,351,TRUE,2478,2127,Radiant
7a66306f67cd0b4f2b5db56d56d9cee9,2911,TRUE,3458,547,
f8179ec212c6cdce11f7b6ea31b4e2e8,1720,TRUE,1982,262,
ccc7a92f66c3e50aae4337e4130f129e,413,FALSE,1108,695,Dire
e7203edc3090d25c1b598973c3b4319e,676,FALSE,2515,1839,Radiant
aa0f9e8136cbcbcb3fabbb55fdee91af,2118,FALSE,2608,490,
c90e0296af0670931629758188e86a68,871,TRUE,3259,2388,Dire
2d834c67f70fc56d15dee59c31277439,1590,FALSE,2313,723,Dire
f79df2d9ee2a540ef76e385723a96203,1405,TRUE,2130,725,Radiant
f63ee445d75e6369d75af3fa017c0c64,1724,FALSE,2535,811,Radiant
e24b4c5d7a2dee38693a11cbc89c2c53,229,TRUE,2013,1784,
2ceaa6db32aa66fb840368e72541a503,2934,FALSE,3490,556,Dire
658e7f29180f2a000f4f4b92f8d1fa76,829,FALSE,3051,2222,
8884cbfa43dea039949443be25b6b555,453,FALSE,3164,2711,Dire
141f7b617c8b88da3efe0b635c826961,1315,FALSE,3505,2190,Dire
dc2f79e7c3c62ce4254cdb820fc710be,940,FALSE,2230,1290,
f3faeb950682e829f544a07e76eae585,65,TRUE,1687,1622,
6dca6403b6f7821c630a51ae39d81df4,197,FALSE,4411,4214,Radiant
9deb85054ab19982dc5f15d989182889,2188,FALSE,3106,918,Dire
15f0a9da2b319359f1f13ff55affed73,909,TRUE,1151,242,Radiant
73c4be19e47602e6bf5f9b56241d7b80,140,TRUE,1287,1147,Radiant
4dfc674ce768b2138ea703326c19f03e,782,FALSE,1737,955,Dire
5f359139fc6399d1ca03624ca04e4003,2505,TRUE,3410,905,Radiant
cfb7c889a0da5179289d743cdac7d0ce,496,FALSE,2110,1614,
127ffbe88e68fc8da82f32b4b7e03633,211,FALSE,1611,1400,
2a1d4ab45275500baa37f00c3475d7bf,439,TRUE,2093,1654,Radiant
9b9d341fe9d8825c52c61ec569db5d18,1992,TRUE,3173,1181,Dire
f6fe5ab1ee83f222101d4277b2c331f2,185,FALSE,2214,2029,Dire
47fed371f15a7dc6d43086fc277c0219,1151,FALSE,1876,725,Dire
cf25f8486f84fdb256191a8763a7862f,1606,FALSE,1884,278,
e4bdd463742505dc086538da267c2389,1250,FALSE,2765,1515,Dire
962bfa61e7d3898369599fdacfda6ae5,318,FALSE,3153,2835,Radiant
4190ad326531011468394bf573dd864d,999,FALSE,1827,828,
f7c0cf3232c7d8437e13150cb172a978,632,FALSE,2369,1737,Dire
d99b6c17b41e568629732d9c90c12925,1857,TRUE,2862,1005,Radiant
2bf353b6c72c7e52e4f72ca6d480d649,2409,TRUE,2881,472,Radiant
48aeed38ce0c46c4a001ccb78893a782,2982,FALSE,3029,47,
ccc1d103c5296e22799aefe3a24e8b22,1359,FALSE,2088,729,Dire
d8938ee35236455be59cf0c7c01dca98,1766,FALSE,1996,230,
002f0606307d1c6a8ce8f758bc4c393e,1364,TRUE,2815,1451,Radiant
d1e2d585035867ee6e282c28a7b50b4d,1427,TRUE,1634,207,Radiant
3eabf3dc40840216eb9e1fcae670fc9c,1233,TRUE,1493,260,
0fc18a053ec4d6b8d47f6765138b3abf,757,TRUE,2519,1762,
1571df25856a6114a395a8a99c4c9f1f,1736,FALSE,3358,1622,Dire
3f4029527b7dd629a7aab0c4a10070db,700,TRUE,2968,2268,Dire
f00260a04b263213e3ea9acecb9eb625,1514,FALSE,3303,1789,Dire
c6ecd2e4b3b41719b9da85b7cea2cab0,1477,TRUE,3426,1949,Radiant
0e0a37be3f8181e22726d43a20fe727b,1193,TRUE,2017,824,
b575726ca7b2a4ae8c65d433caee7031,947,FALSE,2211,1264,Dire
54db5ff9e4ceb9fece39dd114d34133f,286,TRUE,1797,1511,
9911683003aca26475cbd8f5cf70a026,1346,TRUE,2529,1183,Dire
b5d94591057ca6f54f74e1de0393b6c1,1213,FALSE,3990,2777,Radiant
bef03b606974e105133405159afcc79b,1268,TRUE,1844,576,
19c1b810b3564d90fe329c06fd6aadfa,1390,TRUE,1554,164,
acd92e424ec601e174b33e2a5ababca7,2504,TRUE,2957,453,Radiant
256663776a4981e3a28b1ea7a9354cd1,2848,FALSE,2922,74,
4dc478bb52709f45d0f873a8b465841a,1860,TRUE,1991,131,
55ad79bab535399be546cb7582543c50,1630,TRUE,2504,874,Radiant
7e9ee83a71001fec75bacbe4d61b2724,147,TRUE,2802,2655,Dire
d25c4c9a96c6fb228325567c35fa51c1,2054,TRUE,2527,473,Radiant
459d003a1e1c354d957715f00eafc5ba,2008,TRUE,2546,538,Radiant
0e88e491feecdbd48bc79838a8dd42c7,1,FALSE,2222,2221,Dire
de42e8a532ec83d1f3cb4fe3ab5cb7f9,1077,TRUE,3145,2068,Radiant
51d1608d5d667f067fd5fccbdd8d1708,2545,FALSE,3181,636,Dire
b197da66e9cadccde114276067812833,2410,TRUE,3160,750,Dire
0d53ea909761f110538fd91f1ec56827,508,TRUE,3734,3226,Radiant
f5fcd6f0d0d3f7d6d381ae4615913246,266,TRUE,2589,2323,
4dde40ef95acad814f841aa904852d7c,135,FALSE,1958,1823,Dire
c9eb02449db417696b713753ce4ab29a,558,TRUE,2019,1461,
8131061a5ff47b3e7d4a288691312e40,1031,FALSE,2778,1747,Dire
7ebc8689220ee04c824839225885c65b,1298,TRUE,1688,390,Radiant
b974c90b43ef81ff455a715ef3c9d66e,2166,FALSE,2201,35,
15e3763a9ff37509edcbdbc2368fba88,1190,TRUE,3462,2272,Radiant
1b5b4760c8224c1be6556eca1b116404,1846,FALSE,3262,1416,Dire
71f6335e0336d1594b8b3ab8fc9be861,776,TRUE,1066,290,
45b318c7afefddc4336188732b812be0,661,TRUE,2145,1484,Dire
cad7b9cb5da81b01f35edcceeff0479a,1917,FALSE,3014,1097,Dire
85dc156b544c955fd3784bda48d3d256,325,FALSE,1183,858,Dire
7ae4e953dd91048f87aa8a99c02affa6,319,TRUE,2346,2027,Radiant
bba0c1b151a9f253aee00a912cb8540c,155,FALSE,4470,4315,Dire
70d55b0103eb2abfcc5b4254b6e5f640,1360,TRUE,2554,1194,Radiant
d2ecc0ab51a05ecad6850bf8ce2cde9e,154,FALSE,2220,2066,
4eae28b2aa9cc8013f4ec89f96b289d1,439,TRUE,1512,1073,
74a382969bf4643e186cdf69e332b22a,569,TRUE,2681,2112,Dire
df4eedeab2039dd3583be3160756bfd2,786,TRUE,3071,2285,Radiant
dfd38d2c175f1ea812c6851caf80f832,1824,TRUE,2886,1062,Radiant
2ef6ba28b7ceb5ec3b162fd7074d45eb,941,FALSE,3299,2358,Dire
b0af18875958257ff3c935269278636a,790,TRUE,1267,477,
bd18ff3147f0a47d5ec8f6fee31d22e2,736,TRUE,1828,1092,Radiant
6ca41da8e5576b5b472a93fdc2b13768,1986,TRUE,2770,784,Radiant
768dfa7b47c4d77fdf0c4b2b2e522e50,2019,TRUE,3500,1481,Radiant
76537899a81b7279b55cb632c92145c1,542,TRUE,1883,1341,
04bb8538ed68d9e969b598a17b8e3685,1498,FALSE,1969,471,
2a52e2735d47201d29370d1936704d20,1425,TRUE,2563,1138,Radiant
e7091926ebd92a9645f30c51d5dffc69,1664,TRUE,2188,524,
e3353c3b133cd541087ee3ea8b667739,2163,TRUE,2522,359,
f864454e2461ad959b8d57433d27a7f0,1991,FALSE,2473,482,
